grid_row,grid_col,building_id,profile_id,lon,lat,landuse,roof_area_m2
13,22,201006.0003493,Com_46344,-122.40059845234984,37.79193319079097,industrial,57.511
13,23,201006.0012974,Com_52658,-122.40032729579849,37.79163081003828,industrial,150.967
13,24,201006.0073218,Com_45161,-122.40017683721116,37.79146858424154,commercial,80.655
13,25,201006.0019716,Com_31440,-122.39807521384846,37.789808819188764,commercial,153.926
13,26,201006.0002538,Com_39676,-122.39832200732009,37.78992317574689,industrial,172.534
13,27,201006.0001545,Com_26846,-122.39866257693977,37.79016433043169,commercial,150.967
13,28,201006.0000836,Com_42370,-122.3966914246477,37.78848898844061,industrial,92.903
13,29,201006.000232,Com_37374,-122.39784015688369,37.78906183231646,industrial,446.863
13,30,201006.0000614,Res_55846,-122.396117270306,37.78797233396159,residential,92.903
13,31,201006.0002209,Com_52658,-122.39566737817627,37.78774616020871,industrial,172.534
13,32,201006.0002533,Res_268674,-122.39204998859957,37.786401361471135,residential,25.000
13,33,201006.0051496,Com_31080,-122.39430203872791,37.78687786780277,commercial,85.206
13,34,201006.0000534,Res_268674,-122.39219393508782,37.78597566039512,residential,25.000
13,35,201006.0003665,Res_353580,-122.39403517655148,37.78656553028215,residential,25.000
14,0,201006.0011849,Res_251238,-122.40635988895781,37.79715849084425,residential,171.801
14,1,201006.0002844,Res_218306,-122.40559552591708,37.79680645652309,residential,301.935
14,2,201006.0061975,Res_502967,-122.40556444548854,37.79656891090285,residential,253.655
14,3,201006.000213,Com_34504,-122.40487318135096,37.79693486835433,industrial,201.290
14,4,201006.0004915,Com_43596,-122.40420013416283,37.797033123121366,industrial,65.061
14,5,201006.0024149,Com_34879,-122.40384524728657,37.79682250047196,industrial,92.603
14,6,201006.0012192,Com_32309,-122.40379295044316,37.7966669948536,industrial,205.738
14,7,201006.0023063,Com_34599,-122.40385015671552,37.796756267868794,commercial,156.040
14,8,201006.0005568,Com_34504,-122.40385057365786,37.796549394468656,industrial,201.290
14,9,201006.0005711,Com_25066,-122.40365739056585,37.79602882036803,commercial,241.548
14,10,201006.0004317,Com_40605,-122.4037621818007,37.79623041271588,industrial,241.548
14,11,201006.0142647,Com_32309,-122.40279181262542,37.79459875361936,industrial,56.160
14,12,201006.0109587,Com_18865,-122.40258908390442,37.79442218381984,industrial,49.819
14,13,201006.0004196,Com_43596,-122.40239073675893,37.79409823590584,industrial,241.548
14,14,201006.0005464,Com_30057,-122.40280578492701,37.79439650664816,industrial,109.794
